student_names,phone_no.,math,physics,chemistry,grade,comment,roll_no.,school_name,student_address
Crystal Rogers,9674874973,15,96,48,C,Below Average Achivement,565489,Martin Luther School,"562 Brent Prairie Apt. 115, East Barbaraburgh, VA 28070"
Stacy Horn,9620730012,93,14,20,D,Poor Pursuance,534862,Martin Luther School,"59286 Kelsey Lock Suite 087, Reyesfurt, WI 58321"
Eric Chase,9445565473,82,21,76,C,Below Average Achivement,575939,Martin Luther School,"28198 Adams Point, Lake John, NM 95877"
Mrs. Jennifer Campos,9757817394,69,96,19,B,Average Performance,510531,Martin Luther School,"203 Ryan Flats Suite 231, Blackbury, IN 62081"
Kathleen Hayden,9679920866,62,89,53,B,Average Performance,586939,Martin Luther School,"0177 Shelby Roads Suite 420, Bartlettshire, MO 64286"
Keith Graham,9288406781,100,76,80,A,Very Good Achivement,534196,Martin Luther School,"00996 Todd Valley Suite 734, Carterborough, AL 95873"
Danielle Newton,9109946861,53,76,25,C,Below Average Achivement,548476,Martin Luther School,"Unit 7510 Box 1233, DPO AA 63302"
Patricia Gonzales,9257140912,66,35,67,C,Below Average Achivement,552599,Martin Luther School,"498 Garcia Ferry, South Kimberly, KY 64104"
Jessica Martin,9405771025,79,27,86,B,Average Performance,592205,Martin Luther School,"641 Alexander Falls Apt. 804, South Helen, DC 99500"
Robert Boyd,9962791696,53,67,33,C,Below Average Achivement,510957,Martin Luther School,"06915 David Lakes, Newtonmouth, MA 48439"
Christopher Perkins,9405519709,74,42,20,D,Poor Pursuance,559687,Martin Luther School,"547 Dakota Pass, Lauraville, MN 19050"
Kenneth Smith,9164421473,50,82,66,B,Average Performance,588262,Martin Luther School,"908 Brandon Estates Suite 617, Lake Donnaton, DE 80147"
Greg Harris,9736897232,90,56,69,B+,Good Pursuance,595062,Martin Luther School,"PSC 8460, Box 7954, APO AA 54804"
Andrew Myers,9228692822,67,81,36,B,Average Performance,537244,Martin Luther School,"3335 Timothy Circle Apt. 884, Lake Travis, FL 46894"
Kurt Grant,9800463868,12,54,16,F,Failed,563772,Martin Luther School,"Unit 1435 Box 7699, DPO AA 56232"
Veronica Smith,9387639228,47,86,24,C,Below Average Achivement,536930,Martin Luther School,"05780 Hughes Trail Suite 504, West Bradley, VT 25849"
Kenneth Walters,9160628309,40,46,50,D,Poor Pursuance,581592,Martin Luther School,"4127 Dylan Lodge, East Billyton, ME 50221"
Leah Johnson,9726038277,85,53,33,C,Below Average Achivement,532365,Martin Luther School,"86128 Robertson Ports, Martinezmouth, CT 76990"
Angela Jones,9620113133,32,36,50,D,Poor Pursuance,511746,Martin Luther School,"0900 Corey Plains Apt. 674, Sallyhaven, UT 14187"
Bethany Brown,9139223062,63,75,39,C,Below Average Achivement,550345,Martin Luther School,"159 Adams Streets, Courtneyburgh, VT 56466"
Brooke Joyce,9129126125,94,63,39,B,Average Performance,544724,Martin Luther School,"916 Jennifer Hills, Lewisview, VT 13079"
Wendy Walsh,9149583078,58,84,94,B+,Good Pursuance,560100,Martin Luther School,"910 Young Throughway, Joelbury, KY 93270"
Robert Jackson,9107167004,34,52,30,D,Poor Pursuance,574573,Martin Luther School,"4161 Carol Ports Suite 903, Port Loribury, VA 93520"
Terry Powers,9017031079,26,42,95,C,Below Average Achivement,582738,Martin Luther School,"590 Henry Ports Apt. 075, Anneshire, SC 04127"
Kimberly Price DVM,9048280424,23,86,42,D,Poor Pursuance,540387,Martin Luther School,"3409 Johnson Spring, Joneston, CT 97239"
David Smith,9114874534,65,81,18,C,Below Average Achivement,514696,Martin Luther School,"26143 Robert Parkways Apt. 023, Lake Ricky, MS 67314"
Samantha Ruiz,9903055861,34,38,77,D,Poor Pursuance,510565,Martin Luther School,"57238 Maldonado Spur, Nicolefurt, WI 04260"
Amy Middleton,9665069343,87,38,50,C,Below Average Achivement,547355,Martin Luther School,"55339 Luis Burg Apt. 553, Nicoleland, OK 28169"
Christopher Walker,9284594176,99,49,42,B,Average Performance,522713,Martin Luther School,"803 Deborah Mountains Suite 237, East Jonberg, OR 55256"
Cody Owens,9570816309,72,34,90,B,Average Performance,502680,Martin Luther School,"4015 Ramsey Circles Suite 342, New Adam, MI 25924"
Robert Pruitt,9683860102,24,10,42,F,Failed,597706,Martin Luther School,"9543 Alexander Plaza Apt. 083, Port Danashire, IA 48607"
Patty Coffey,9653688969,68,91,13,C,Below Average Achivement,508511,Martin Luther School,"89820 Ross Mills, Bennettton, CO 92862"
Jennifer Holland,9011209103,95,55,89,B+,Good Pursuance,522860,Martin Luther School,"Unit 4520 Box 8257, DPO AP 68287"
Tammy Collins,9737633640,41,54,23,D,Poor Pursuance,573510,Martin Luther School,"1753 Salazar Glens, Garrettland, WY 47705"
Michele Alexander,9080963747,82,55,13,D,Poor Pursuance,564236,Martin Luther School,"9913 Michelle Harbors Suite 134, Johntown, GU 83388"
Erik Miller,9051820418,57,75,64,B,Average Performance,565017,Martin Luther School,"Unit 7595 Box 4720, DPO AP 03673"
Claudia Sims,9335737520,75,51,85,B,Average Performance,544897,Martin Luther School,"20107 Timothy Spring, Scottbury, NY 92209"
Angela Duncan,9287216304,38,66,54,C,Below Average Achivement,561930,Martin Luther School,"47196 Kyle Station Apt. 966, East Robertaville, AS 69513"
Mr. Brandon Kim,9328852515,77,68,65,B,Average Performance,543626,Martin Luther School,"26877 Charles Lodge Apt. 344, North Ashleytown, LA 84816"
Justin Murphy,9480747722,38,83,43,C,Below Average Achivement,566962,Martin Luther School,"55951 Davidson Ramp, Candacefort, MS 78064"
Logan Mills,9425804617,91,39,45,C,Below Average Achivement,550377,Martin Luther School,"28418 Reginald Manor, Port Bryan, IL 00769"
Tracy Benson,9132778612,17,77,21,D,Poor Pursuance,534739,Martin Luther School,"12222 Brian Greens, Taraburgh, KY 46272"
Kathy Nguyen,9244811832,85,81,44,B,Average Performance,547871,Martin Luther School,"340 Clark Station Apt. 883, West Aliciamouth, MI 24169"
Stephanie Church,9507104742,77,73,37,B,Average Performance,500155,Martin Luther School,"774 Sawyer Gardens Suite 160, West Courtney, ID 61315"
Megan Durham,9761750848,52,86,61,B,Average Performance,554785,Martin Luther School,"USNV Smith, FPO AP 53234"
Brianna Edwards,9870848986,84,25,86,B,Average Performance,570421,Martin Luther School,"41415 Jones Mount, West Rebecca, NY 63260"
Thomas Edwards,9442660593,96,49,30,C,Below Average Achivement,504134,Martin Luther School,"000 Maldonado Fork Apt. 409, Lake Jeremy, ID 98755"
William Johnson,9534187411,54,15,86,C,Below Average Achivement,574032,Martin Luther School,"065 Rice Pines Apt. 403, South Matthewfurt, WA 14661"
Mary Medina,9130692682,69,88,64,B+,Good Pursuance,566354,Martin Luther School,"92821 Anderson Island Suite 934, Simpsonchester, WY 13023"
Ronald Jordan,9952204899,78,36,13,D,Poor Pursuance,559239,Martin Luther School,"987 Bailey Rapids Apt. 982, Williamsonmouth, MI 76786"
James Bradley,9523209449,69,55,43,C,Below Average Achivement,511327,Martin Luther School,"2488 Jennifer Plain, New Davidport, KY 31124"
Cheryl Riggs,9355067917,19,87,38,D,Poor Pursuance,576890,Martin Luther School,"0351 Lopez Canyon Suite 749, Port Joshua, NE 72500"
Tracy Kemp,9877249528,98,98,71,A,Very Good Achivement,594886,Martin Luther School,"97335 Carlos Lane Suite 358, Jennabury, WV 10682"
Carl Long,9278854703,85,46,50,C,Below Average Achivement,513681,Martin Luther School,"1431 Sherri Villages Apt. 020, Amybury, SC 19736"
Angela Bell,9162801709,47,53,58,C,Below Average Achivement,558150,Martin Luther School,"91539 Goodman Road Suite 198, Rodriguezport, VT 57041"
Peter White,9760769311,66,98,63,B+,Good Pursuance,503150,Martin Luther School,"17027 Wilkins Stravenue, Port Janet, MI 25002"
Clayton Cunningham,9575865126,33,28,98,C,Below Average Achivement,519510,Martin Luther School,"5438 Bailey Vista, Lake Ryanstad, IN 71625"
Andrew Howard,9074543681,12,61,13,F,Failed,572438,Martin Luther School,"6596 Moyer Ways, Greenburgh, SC 45236"
Kenneth Gross,9858067168,81,53,18,D,Poor Pursuance,509286,Martin Luther School,"9902 Heather Mission Suite 845, Chungside, UT 37367"
Jonathan Orozco,9587310939,63,43,96,B,Average Performance,530877,Martin Luther School,"771 Hess Stream Apt. 856, Gravesview, MN 41178"
Thomas Bell,9564527906,84,18,40,D,Poor Pursuance,591137,Martin Luther School,"90130 Coleman Village Apt. 527, New Annette, MO 14747"
Sophia Wallace,9570748345,14,21,70,D,Poor Pursuance,559108,Martin Luther School,"322 Morris Avenue Apt. 354, Cruztown, AS 80347"
Katherine Wiggins,9331200487,55,21,16,F,Failed,528868,Martin Luther School,"7181 Adams Mills, Schmidthaven, IN 93922"
Tiffany Archer,9025881625,16,14,15,F,Failed,531757,Martin Luther School,"2374 Lee Islands Suite 808, Mariastad, NV 81513"
Tammy Harper,9932306790,87,56,21,C,Below Average Achivement,559377,Martin Luther School,"8723 Daniel Brooks Suite 633, Harrisshire, WI 23217"
Matthew Thompson,9298262914,53,92,36,C,Below Average Achivement,568670,Martin Luther School,"USNS Rojas, FPO AP 80963"
Taylor Long,9592850487,92,75,81,A,Very Good Achivement,564560,Martin Luther School,"577 Karen Place, Markton, OK 19161"
Samuel Hicks,9682008781,38,67,27,D,Poor Pursuance,595491,Martin Luther School,"4826 Elizabeth Meadow, Thomasstad, NJ 85787"
Jennifer Collins,9502208551,10,76,50,D,Poor Pursuance,516701,Martin Luther School,"055 Sean Extension Suite 150, North Gerald, AK 04447"
David Rodriguez,9983207712,17,75,74,C,Below Average Achivement,517170,Martin Luther School,"USCGC Kirby, FPO AA 37728"
Lori Kaufman,9797466224,59,55,14,D,Poor Pursuance,550519,Martin Luther School,"8228 Stefanie Burg, Larrymouth, VI 87522"
Nathan Brooks,9504858134,71,10,75,C,Below Average Achivement,518928,Martin Luther School,"129 Murphy Village Suite 035, Schmidtberg, ND 76101"
Katherine Ware,9710844347,98,21,94,B+,Good Pursuance,552625,Martin Luther School,"122 Jillian Glen, Ballardton, WV 64332"
Jose Garrison,9253283986,16,38,82,D,Poor Pursuance,576186,Martin Luther School,"5356 Jason Estate, East Christina, OH 83192"
Madison Miles,9942133810,86,20,87,B,Average Performance,591281,Martin Luther School,"31807 Olivia Viaduct Apt. 662, East Debra, FM 34197"
Ryan May,9786417750,87,38,54,C,Below Average Achivement,578544,Martin Luther School,"677 Laura Crescent, Woodstown, VT 32656"
Diana Schneider,9610435967,32,95,50,C,Below Average Achivement,513970,Martin Luther School,"3760 Brown Fall Suite 501, Phamstad, MA 05487"
Jonathan Simmons,9784648171,51,69,35,C,Below Average Achivement,592105,Martin Luther School,"5809 Charles Mission Apt. 906, Courtneyport, MD 50718"
Antonio Graham,9125707611,86,19,71,C,Below Average Achivement,547828,Martin Luther School,"4576 Yvette Isle, Garcialand, PW 05167"
Reginald Cameron,9013656970,42,35,17,F,Failed,521520,Martin Luther School,"PSC 6080, Box 5159, APO AA 60006"
Mr. Jordan Reyes Jr.,9407420184,86,11,39,D,Poor Pursuance,545309,Martin Luther School,"USNV Rivera, FPO AA 71147"
Philip Vazquez,9467919309,81,49,57,B,Average Performance,582660,Martin Luther School,"12938 Atkins Expressway, Keithfort, SC 33819"
Roger Christensen,9951428251,13,73,96,C,Below Average Achivement,548307,Martin Luther School,"6235 Peter Course Suite 101, South Tyler, KY 31804"
Melissa Rodriguez,9251772261,24,10,14,F,Failed,542181,Martin Luther School,"33130 James Harbor Apt. 407, Lake Sarahaven, OH 16626"
Tammy Torres,9244271883,96,73,62,B+,Good Pursuance,527452,Martin Luther School,"30827 Theresa Tunnel Apt. 635, West Dwayne, MT 44028"
Janice Montgomery,9081733120,56,20,35,D,Poor Pursuance,553472,Martin Luther School,"70698 Braun Prairie, Hannahburgh, OK 41209"
Robert Alexander,9230700936,49,89,81,B+,Good Pursuance,569307,Martin Luther School,"211 Jonathan Mount, Lake Lindsaybury, WI 15777"
Ashley Mitchell,9163402071,50,54,84,B,Average Performance,558288,Martin Luther School,"30759 Mark Street, Moranland, OK 21824"
Henry Porter,9068466509,48,27,99,C,Below Average Achivement,543778,Martin Luther School,"06157 Richard Rest Suite 205, Vaughnburgh, ND 63713"
Thomas Smith,9246756272,67,59,94,B+,Good Pursuance,559051,Martin Luther School,"451 Mendez Camp, North Jessica, NE 39940"
Heather Wright,9918581279,54,45,60,C,Below Average Achivement,533974,Martin Luther School,"8825 Smith Wells, New Rebeccastad, NJ 24615"
Jessica Clements,9977781514,50,12,65,D,Poor Pursuance,550697,Martin Luther School,"491 Odonnell Burgs, East Samanthahaven, AL 93366"
Dalton Miller,9520726235,63,49,94,B,Average Performance,513162,Martin Luther School,"8138 Contreras Wells Apt. 204, South Lisa, VT 06301"
Javier Ross,9321351638,27,79,59,C,Below Average Achivement,589841,Martin Luther School,"93120 Howard Grove Suite 753, Port Barbara, DC 73648"
Maria Nichols,9590100679,33,35,10,F,Failed,534153,Martin Luther School,"70921 Rios Ranch, Aliciafort, AR 18266"
Joseph Smith,9913664972,92,58,40,B,Average Performance,595829,Martin Luther School,"24435 Jimenez Grove Apt. 481, North Deannaview, MN 27794"
Jennifer Fowler,9662678197,28,32,23,F,Failed,577028,Martin Luther School,"1203 Snyder Islands Apt. 262, North Jasonland, WV 35154"
Nancy Hunter,9772848602,100,31,17,D,Poor Pursuance,591360,Martin Luther School,"813 Kathleen Drive, East Kimberlyland, NC 97464"
Jeremy Hernandez,9395456641,100,62,67,B+,Good Pursuance,537685,Martin Luther School,"PSC 3136, Box 6460, APO AA 86948"
Laurie White,9843674392,100,78,27,B,Average Performance,550160,Martin Luther School,"383 Jones Walk Suite 572, West Sherri, MA 08715"
Matthew Humphrey,9717261106,54,50,65,C,Below Average Achivement,594235,Martin Luther School,"Unit 7570 Box 2895, DPO AA 12201"
Mary Melendez,9996541260,39,85,23,D,Poor Pursuance,513819,Martin Luther School,"1955 Mccoy Mountain Suite 844, North Deniseside, WV 63892"
Kirk Willis,9646469618,79,68,12,C,Below Average Achivement,586832,Martin Luther School,"30320 Clifford Trail Suite 564, Merrittmouth, VI 34492"
Valerie Johnson,9518317606,41,60,90,B,Average Performance,573887,Martin Luther School,"3772 David Turnpike Apt. 130, Johnsonbury, SD 48007"
Regina Morris,9611240855,54,69,50,C,Below Average Achivement,545883,Martin Luther School,"35814 Jill Stream Suite 573, Kevinborough, NY 88204"
Jill Warner,9046959748,60,20,70,D,Poor Pursuance,587866,Martin Luther School,"45261 Lyons Lock Suite 357, Turnerview, OR 61121"
Charles White,9971798609,49,10,69,D,Poor Pursuance,539314,Martin Luther School,"784 Reyes Park Apt. 713, Fisherside, GA 97284"
Julie Turner,9619635090,81,62,13,C,Below Average Achivement,536588,Martin Luther School,"Unit 9670 Box 9824, DPO AP 28105"
John Dixon,9635378593,86,75,85,A,Very Good Achivement,568274,Martin Luther School,"061 Taylor Place Suite 857, South Joelborough, LA 58905"
Michael Farrell,9058455314,29,25,31,F,Failed,516548,Martin Luther School,"15398 Anna Forges, Joneston, TX 66292"
Philip Espinoza,9473974282,23,35,44,D,Poor Pursuance,532263,Martin Luther School,"PSC 8477, Box 7648, APO AE 61854"
Sarah Ross,9169958429,28,10,92,D,Poor Pursuance,518694,Martin Luther School,"01721 Adrienne Island, Port Lisafurt, LA 11927"
Jennifer Moyer,9746494074,98,22,22,D,Poor Pursuance,565309,Martin Luther School,"7484 Bailey Expressway, New Elizabethborough, PA 42984"
Michael Harris,9052364679,70,68,85,B+,Good Pursuance,517292,Martin Luther School,"98547 Carr Greens, Burtonborough, IA 51019"
Mark Warner,9136401358,39,74,79,B,Average Performance,597924,Martin Luther School,"PSC 0920, Box 0747, APO AA 76538"
Bonnie Kelley,9330738110,51,10,31,F,Failed,536388,Martin Luther School,"8614 Rodriguez Fields Apt. 418, Stevensberg, NJ 96094"
Jean Peters,9738487834,25,72,30,D,Poor Pursuance,564931,Martin Luther School,"90850 Hernandez Cape Apt. 173, Juliashire, NH 92616"
John Harris,9105646630,12,24,30,F,Failed,597590,Martin Luther School,"2331 Fernandez Alley Apt. 241, Ramseychester, FL 86761"
Christina Suarez,9162058920,85,87,82,A,Very Good Achivement,580948,Martin Luther School,"993 Miller Alley Suite 174, Anaburgh, NC 17415"
Timothy Williams,9206553079,16,15,24,F,Failed,519706,Martin Luther School,"905 Angela Rapid, Port Rodney, ND 18968"
Alexandra Bautista,9655247086,35,41,39,D,Poor Pursuance,501383,Martin Luther School,"USCGC White, FPO AE 82403"
Hailey Compton,9619167664,23,94,73,B,Average Performance,585246,Martin Luther School,"8683 James Greens, South Thomasburgh, NV 07518"
Katherine George,9217436130,74,72,16,C,Below Average Achivement,521359,Martin Luther School,"7531 Stephanie Bridge, Suttonville, KS 59948"
Adam Tucker,9268600627,49,42,77,C,Below Average Achivement,582912,Martin Luther School,"29255 Rodriguez Springs Suite 631, West Moniqueville, GA 34517"
John Richards,9365240246,19,25,85,D,Poor Pursuance,554433,Martin Luther School,"52671 Christy Place, Walkerburgh, OH 84470"
Paul Chandler,9025870117,15,22,53,F,Failed,507160,Martin Luther School,"953 Scott Centers Suite 398, Shawborough, MA 80903"
Angela Lopez,9663878351,75,75,84,B+,Good Pursuance,570014,Martin Luther School,"62939 Reynolds Mountains, West Curtisborough, AK 46077"
Dalton Campbell,9519104830,100,82,33,B+,Good Pursuance,590814,Martin Luther School,"PSC 4232, Box 1541, APO AA 47958"
Wayne Pierce,9762561894,62,98,81,B+,Good Pursuance,585612,Martin Luther School,"4415 Miller Centers, Benjaminfort, OK 39613"
Samantha Carter,9048429014,81,15,38,D,Poor Pursuance,572871,Martin Luther School,"5243 Noah Oval, Banksbury, TN 42248"
Kyle Roberts,9182125405,60,52,79,B,Average Performance,574155,Martin Luther School,"4421 Mendez Lake, Port Paul, MN 64160"
Sean Ward,9019315210,52,20,56,D,Poor Pursuance,506288,Martin Luther School,"76786 Michael Lights, Jefferyfort, IA 92446"
Travis Watson,9686433705,14,57,51,D,Poor Pursuance,580511,Martin Luther School,"51164 Mccoy Inlet, Lake Anthonyhaven, MN 64732"
Donald Gill,9976095687,15,42,15,F,Failed,583077,Martin Luther School,"PSC 8690, Box 2921, APO AE 33733"
John Gardner,9991824783,23,82,95,B,Average Performance,500308,Martin Luther School,"797 Hector Island Suite 847, Lake Coryburgh, ID 89411"
Taylor Thomas,9431162236,98,67,70,B+,Good Pursuance,553752,Martin Luther School,"0152 Peterson Ranch, New Michelle, VI 43202"
Joel Alexander,9588523205,50,70,22,D,Poor Pursuance,510468,Martin Luther School,"444 Woods Walk, East Teresa, SD 64314"
Christopher Reyes,9583870317,68,54,86,B,Average Performance,568704,Martin Luther School,"167 William Run Apt. 950, South Erin, AL 95524"
Emily Matthews,9166554746,43,95,23,C,Below Average Achivement,572532,Martin Luther School,"Unit 8473 Box 4628, DPO AA 81084"
Adrian Hopkins,9776535556,72,53,16,D,Poor Pursuance,548782,Martin Luther School,"6769 Daniel Flats, South Jamesview, KY 84043"
